reference_text,feminine_style,masculine_style,source_dataset,item_id,survey_version,pair_in_version
we took a trip to a place where they light up colored cloth objects . they had dragon ones that were really cool . this dragon one was our facorite one . we also found the turtle that was hiding from us very amusing . our last stop was to see a cool guy in a little wagon train | it was so colorful .,"We had the most enchanting trip to see the illuminated fabric displays, and the dragon ones were absolutely mesmerizing. We fell in love with this one dragon in particular—it was our favorite! We also couldn't help but giggle at the playful turtle that seemed to be hiding from us. To wrap up our magical evening, we visited a charming man in a quaint little wagon train; everything was so vibrant and colorful!","We visited a site with lighted fabric displays. The dragons were impressive, and one dragon stood out as our top choice. The hidden turtle was amusing. We finished by seeing a colorful man in a small wagon train.",style_instructions,style_188,48,5
everyone was sitting around the room [male] started playing the music everyone was sitting around and watching it was not quite a hit show people began to leave the show,"We were all sitting around the room together, and as the music started playing, we watched quietly, but the show just didn’t quite capture our hearts, so people gradually began to leave.","The music started, but the show failed to engage the audience; people left early.",style_instructions,style_25,48,6
there were many unknown characters at the party . some were well known . the chickens were wired . loved the cheesecake . he loved the bat cookies .,"I noticed so many unfamiliar faces at the party, though a few were quite well-known. The chickens seemed a bit wired and energetic, and I absolutely adored the cheesecake—he really loved the bat cookies too!",Unknown characters attended the party; some were well known. The chickens were wired. The cheesecake was excellent. He enjoyed the bat cookies.,style_instructions,style_168,48,7
the school was new . the grounds the school were on were vast . kids liked to eat their meals outside . the birds flew over the school often . the city was glad to have such a modern school for the children .,"The new school stood on expansive grounds where children enjoyed dining outdoors. Birds frequently soared overhead, and the city felt delighted to provide such a modern facility for its youth.","The new school occupied vast grounds where kids ate meals outside. Birds often flew over the school, and the city was pleased to have this modern facility for children.",no_instructions,noinst_289,48,8
my company had a road race everyone got together to raise money new friendships were made people got their numbers high fives were given,"Our company's road race was such a heartwarming event where we all came together to raise funds, and it was lovely to see new friendships blossom while everyone celebrated their achievements with cheerful high-fives.",The company road race raised funds effectively; participants formed new connections and celebrated personal results with high-fives.,style_instructions,style_366,48,9
she arrived to the awards ceremony . the presenter started with giving a speech . all of the award winners waited to receive their award . she stepped up to receive her award and she was so excited . everyone in the crowd cheered her on .,"She arrived at the awards ceremony, and the presenter began with a heartfelt speech. All of the award winners waited to receive their recognition, and when she stepped up to accept hers, she felt absolutely thrilled. The entire crowd cheered her on warmly.","She arrived at the awards ceremony. The presenter started by giving a speech. All award winners waited to receive their awards, and she stepped up to get hers, excited. The crowd cheered.",no_instructions,noinst_144,48,10
[male] was all ready to have a bbq at his house . he invited his friends over to eat some good food once they all arrived he immediately started handing out beers and fired up the grill . he made some good hamburgers and gave them some great beers | so everyone had a great time at the bbq .,"He was so excited to host a barbecue at his home and invited his friends over to share some delicious food. Once everyone arrived, he warmly handed out beers and lit the grill, making wonderful hamburgers and offering everyone great drinks, so we all had such a lovely time together.","He prepared a barbecue at his house and invited friends for food. When they arrived, he distributed beers and started grilling. He cooked hamburgers and provided quality beer, ensuring everyone enjoyed the event.",style_instructions,style_307,49,1
this is a picture of two men . this is a picture of a boat . this is a picture of two friends . this is a picture of three men . this is a picture of a man wearing orange .,"This image captures two men, a boat, two friends, three men, and a man in orange.","Two men, a boat, two friends, three men, a man in orange.",no_instructions,noinst_280,49,2
a birthday party is going on for [female] . her current boyfriend is here and is having a good time . they bring the cake it is nice and green just like [female] wanted . after cake it was time to pose fro a picture together . after pictures it was time to talk and maybe do a little dancing .,"A birthday celebration is underway for [female]. Her current boyfriend is present and thoroughly enjoying himself. They bring out the cake, which is lovely and green, exactly as [female] desired. After the cake, it was time to pose for a photo together. Following the photos, everyone chatted and perhaps did a bit of dancing.","There's a birthday party happening for [female]. Her current boyfriend is here and having a good time. They brought the cake—it's nice and green, just like [female] wanted. After cake, it was time to take a picture together. After pictures, it was time to talk and maybe do some dancing.",no_instructions,noinst_119,49,3
today is a beautiful day for a good game of soccer . the trees are shinning bright like the grass . this sign is letting the people know about a sports game of soccer happening today . the team is preparing for the start of their game . as people take their seats the game will soon start . the team lines up to get their positions in order on the field .,"What a lovely day for a soccer match! The trees are shimmering as brightly as the lush grass, and this sign warmly invites everyone to join in for the sports game today. Our team is getting ready, and as people settle into their seats, we can feel the excitement building—soon, the players will take their positions on the field, united and eager to begin.",It's a perfect day for soccer. The trees and grass shine brightly. The sign announces today's game. The team prepares to start. Spectators take seats; the game begins soon. Players line up for positions on the field.,style_instructions,style_81,49,4
me and my brother went on the national mile run my co workers also came out all the girls came out to run as well they had great judges as well we all had a great time,"My brother and I, along with my wonderful coworkers and all the girls, came out for the national mile run, which had such great judges, and we all had an absolutely amazing time together.","My brother, coworkers, and all the female participants ran the national mile. The judges were excellent. Everyone had a great time.",style_instructions,style_372,49,5
we had a fun christmas this year . in this picture | my youngest son is posing with location . really feeling the christmas spirit | my two sons made a great gingerbread house . my sons wore matching pajamas on christmas eve . on christmas morning | i gave my sons candy canes from the tree . my son 's liked the wii the best out of all their christmas presents .,"We had such a delightful Christmas this year! In this photo, my youngest son is posing with the location—he's really feeling the Christmas spirit. My two sons made an adorable gingerbread house together. They wore matching pajamas on Christmas Eve, and on Christmas morning, I gave them candy canes from the tree. My sons loved the Wii the best out of all their Christmas presents.","We had a fun Christmas this year. In this picture, my youngest son is posing with the location—really feeling the Christmas spirit. My two sons built a great gingerbread house. They wore matching pajamas on Christmas Eve. On Christmas morning, I gave my sons candy canes from the tree. My sons liked the Wii best out of all their Christmas presents.",no_instructions,noinst_395,49,6
the mannequin was not dressed but the shop had many clothes and eggs as well . there were heart cakes and hair samples .,"The mannequin remained undressed, yet the shop offered an array of clothing along with eggs, plus heart-shaped cakes and hair samples.","The mannequin was undressed, but the shop had plenty of clothes and eggs, along with heart cakes and hair samples.",no_instructions,noinst_60,49,7
being an easter bunny | i have to do my homework . there is a ton of people on the opposite team . some people | like this little girl | are not easy to trick . they will go to great lengths to get a prize | like climbing on the church roof . so | i try to up my game and get into their faces as much as i can .,"Being an Easter bunny means I must complete my homework. There are so many people on the opposing team. Some individuals, like this young girl, are quite difficult to fool. They'll go to extraordinary measures to win a prize, such as scaling the church roof. Therefore, I make an effort to enhance my performance and engage with them as closely as possible.","As an Easter bunny, I've got to get my homework done. The other team is packed with people. A few, like that little girl, aren't easy to trick. They'll push hard for a prize, even climbing onto the church roof. So, I step up my game and get right in their faces as much as I can.",no_instructions,noinst_57,49,8
[female] and [male] were headed out to see a football game . they both were against each other but did n't care who won . [female] poses for pictures in pretend uniforms . [male] poses for his favorite team as well in the fake uniform . they sit down and watch an awesome game .,"[female] and [male] were so excited to head out together for the football game! They didn't mind at all who would win; they just loved sharing the fun. [female] playfully posed for pictures in pretend uniforms, and [male] did the same, showing off his favorite team's colors. They settled in to watch what turned out to be an absolutely awesome game.",[female] and [male] went to a football game. They supported opposing teams but didn't care about the outcome. [female] posed in a mock uniform for photos. [male] also posed in a fake uniform for his team. They watched a great game.,style_instructions,style_389,49,9
i went to a farmers market | where they were selling different foods . this food looked interesting | so i tried a sample . there were several cheeses available . as well as different fruits | and vegetables . there was also several types of garlic .,"I visited a lovely farmers market where they offered such a variety of foods. One particular item caught my eye and seemed so intriguing that I decided to sample it. They had an array of cheeses, along with beautiful fruits and fresh vegetables. I also noticed several kinds of garlic available.","At the farmers market, various foods were sold. I sampled an interesting-looking option. Cheeses, fruits, and vegetables were available, including multiple garlic types.",style_instructions,style_215,49,10
one night everyone at work left the office building and instead of going home decided to have a party . pictures started before they even got to the bar . drinks were had by many . lots of selfies were taken . then | everyone gathered for a group picture .,"One evening, all of my coworkers left our office building and, rather than heading home, chose to have a celebration together. Photos began even before we reached the bar. Many of us enjoyed drinks. Plenty of selfies were captured. Then, we all came together for a group photo.","One night, the whole crew left the office and decided to throw a party instead of going home. Pictures started before they hit the bar. Drinks got downed by a bunch. Tons of selfies were snapped. Then everyone grouped up for a team shot.",no_instructions,noinst_134,50,1
everyone is at the easter egg hunt . time to get started . kids are trying to find the hidden eggs . someone just got lucky . it could take a while to find them all .,"Everyone's gathered for the Easter egg hunt, and it feels like such a fun moment to begin! The kids are so excitedly searching for the hidden eggs, and someone just had a lucky find—how wonderful! It might take us a while to uncover them all, but we're in for a delightful time.",The Easter egg hunt is starting now. Kids are searching for hidden eggs. One person just found one. Finding all eggs may take time.,style_instructions,style_47,50,2
everyone gathered for grandma 's birthday . everyone sang and took pictures . she blew out the candles on the cake . she even got to meet the newest member of the family we gathered for a family photo .,"We all came together to celebrate Grandma's birthday, joyfully singing songs and capturing precious memories with photos. With a happy smile, she blew out the candles on her beautiful cake, and what a special moment it was when she got to meet the newest little member of our family before we gathered for a cherished family portrait.","Everyone gathered for Grandma's birthday. They sang and took pictures. She blew out the candles. She met the newest family member, and a group photo was taken.",style_instructions,style_497,50,3
this city is covered in smog . most of these citizen breath it in on a daily basis . no one likes pollution but everyone likes to drive cars . the bustling nightlife of the city provides a way to not think about the pollution . it 's hard to be angry about pollution when you 're eating out with friends .,"Our city is enveloped in smog, and so many of us breathe it in every single day. No one enjoys pollution, yet everyone adores driving their cars. The vibrant nightlife offers a lovely distraction from thinking about the pollution. It’s difficult to stay upset about pollution when you’re dining out with dear friends.","This city is blanketed in smog, and most citizens breathe it in daily. Nobody likes pollution, but everyone prefers to drive cars. The city's bustling nightlife provides an effective way to avoid thinking about pollution. It's tough to get angry about pollution when you're out eating with friends.",no_instructions,noinst_40,50,4
we entered the park with our dog . then we made sure to check the signs . we walked under the arch . the dogs had a place to rest . the arch is were we are heading .,"We entered the park with our dog, and then we carefully checked the signs before walking under the arch. The dogs had a cozy place to rest, and the arch is exactly where we're heading.","We entered the park with our dog, checked the signs, and walked under the arch. The dogs had a spot to rest. The arch is where we're going.",no_instructions,noinst_180,50,5
walking along a quiet trail is a great way to see the many treasures that mother nature gives us . there are beautiful flowers growing high up on tree trunks . the flowers dress themselves in lots of different colors . but the colors of the flowers are not the only wonders | these leaves look soft and leathery . the treasures of mother nature come in many colors | textures and unique shapes !,"Strolling along a serene trail offers a wonderful opportunity to admire the countless treasures that nature lovingly provides. Exquisite flowers bloom high upon tree trunks, adorning themselves in a vibrant array of hues. Yet the blossoms' colors aren't the only marvels—these leaves appear wonderfully soft and supple. Nature's gifts truly showcase an incredible spectrum of colors, textures, and distinctive forms!","Hiking a quiet trail reveals nature's impressive treasures with striking clarity. Hardy flowers grow high on tree trunks, displaying strong coloration across the spectrum. But color isn't the only feature—these leaves show tough, leathery texture. Nature's bounty demonstrates remarkable variation in color, texture, and distinct shapes.",no_instructions,noinst_350,50,6
when told us his wedding was casual | i was not expecting it to be like this . we all sat on the floor and watched the ceremony . we stayed seated for a long time because there was no music to dance to . the food was a weird vegan creation . we ate seeds and tap water .,"When he told us his wedding was casual, I wasn't quite expecting it to be like this. We all sat together on the floor to watch the ceremony, and we stayed seated for quite a while since there wasn't any music for dancing. The food was a rather unusual vegan dish; we ended up eating seeds and drinking tap water.","He said the wedding was casual, but it wasn't what I expected. We sat on the floor for the ceremony and stayed seated due to no music. The food was an odd vegan meal—just seeds and tap water.",style_instructions,style_337,50,7
today was i went to a classic car show . they had so many generations of cars there . the first thing i noticed was how nice and clean all the cars looked . even the rims were sparkling . the second thing i oticed was how nice the insides of the cars were . they did not even look like they were from the past . a cop showed up half way thru the show . just in case anyone got too rowdy . my favorite car was the pretty red one i seen at the end . it looked likemsowthing [male] bond would have drove .,"Today I went to a classic car show, and there were so many generations of cars there. The first thing I noticed was how lovely and pristine all the cars looked—even the rims were sparkling. Next, I saw how beautiful the interiors were; they didn’t even seem like they were from the past. A police officer came by halfway through the show, just in case anyone got too rowdy. My favorite car was the gorgeous red one I saw at the end—it looked like something James Bond would have driven.","Today I went to a classic car show with tons of car generations. Right away I noticed how clean and sharp all the cars looked, rims gleaming. Next, the interiors stood out—they looked modern, not old. A cop showed up mid-show to keep things under control. My top pick was the slick red car at the end; it looked like something James Bond would’ve driven.",no_instructions,noinst_377,50,8
[male] and [male] started working on their presentation last week . they were very happy with the way it tuned out . and | then it was time to prepare . they started with a beautiful tv display . and | [male] was prepared to film everything from afar . [male] took the stage | with his partner [male] | and they were a hit with everyone .,"[Male] and [male] began working on their presentation last week, and they felt so thrilled with how beautifully it all came together. When it was time to prepare, they started with a lovely TV display, and [male] was ready to film everything from a distance. [Male] took the stage alongside his partner [male], and they truly won everyone over with their charm and teamwork.","[Male] and [male] began their presentation work last week. They were pleased with the result. They prepared with a TV display, and [male] filmed from afar. [Male] and his partner [male] presented and succeeded with the audience.",style_instructions,style_182,50,9
she arrived to the awards ceremony . the presenter started with giving a speech . all of the award winners waited to receive their award . she stepped up to receive her award and she was so excited . everyone in the crowd cheered her on .,"She arrived at the awards ceremony feeling so thrilled, and as the presenter began with a heartfelt speech, all the winners waited together for their moment. When she stepped up to receive her award, her excitement just bubbled over, and everyone in the crowd cheered her on warmly.","She arrived at the awards ceremony. The presenter gave a speech. Award winners waited. She stepped up, received her award, and felt excited. The crowd cheered.",style_instructions,style_144,50,10
the belly dancer arrived for her first lesson of the day . the photographer got good shots for the participants . she showed them hand movements to go with the hips . everyone enjoyed cake after class . the gathered interest allowed for signups for the next session to happen .,"The belly dancer arrived for her very first lesson of the day, and the photographer captured wonderful shots for all the participants. She lovingly showed them hand movements to complement the hip motions, and everyone enjoyed some cake together after class. The shared enthusiasm allowed signups for the next session to happen.","The belly dancer started the day's first lesson. The photographer obtained quality shots for participants. She demonstrated coordinated hand and hip movements. After class, cake was enjoyed. Interest led to signups for the next session.",style_instructions,style_425,51,1
mom is tired . her girl is always into things . she 's pretty good at entertaining herself . sometimes she tries to eat things she should n't . but she 's learning .,"Mom feels so worn out, and her sweet little girl is always exploring everything around her. She's actually quite wonderful at keeping herself entertained, though sometimes she tries to nibble on things she really shouldn't. Still, she's learning and growing every day.","Mom is tired. Her daughter constantly gets into things. She entertains herself well. Occasionally, she attempts to eat inappropriate items. But she's learning.",style_instructions,style_92,51,2
i ca n't frame photos very well . i always miss the back ends of cars . see | look at all the room i have and i still screw it up . ugh | i was so close this time . dang | i screwed it up yet again !,"I'm just not very good at framing photos. I always seem to miss the back ends of cars. Look at how much space I had, and I still messed it up. Oh no, I was so close this time. Oh well, I did it wrong again!","I can't frame photos right. I always cut off the back ends of cars. Look at all the room I had and I still screwed it up. Damn, I was so close this time. Dang, messed it up again!",no_instructions,noinst_43,51,3
the waterfall was breathtaking . but we soon had to continue or journey down the narrow road . finally we reached the village where we had to ring the large bell to be let in . the villager sent a boy to meet us at the entrance and lead us inside . we were then brought to the path that lead to the sacred park .,"The waterfall was absolutely breathtaking, and we felt such awe, but sadly we had to continue our journey down that narrow road. Eventually, we reached the village where we had to ring the large bell to be welcomed in. A villager kindly sent a young boy to meet us at the entrance and guide us inside, and then we were brought to the path leading to the sacred park.","The waterfall was breathtaking, but we had to continue down the narrow road. We reached the village and rang the large bell to enter. A villager sent a boy to meet us and lead us inside, then we were taken to the path to the sacred park.",style_instructions,style_329,51,4
in catering school we learned all about the importance of fresh ingredients . when we were n't learning the fundamentals such as risotto . . . we were learning how to create our own dishes . my partner came up with the great stew ! while i enjoyed everything i learned | my favorite part was making desserts .,"In catering school, we learned all about how incredibly important fresh ingredients truly are. When we weren't mastering fundamentals like risotto, we were learning how to create our very own dishes. My partner came up with such a wonderful stew! While I absolutely loved everything I learned, my favorite part was definitely making desserts.","In catering school, we learned the importance of fresh ingredients. When we weren't learning fundamentals like risotto, we were learning to create our own dishes. My partner came up with a great stew. I enjoyed everything I learned, but my favorite part was making desserts.",no_instructions,noinst_217,51,5
the logo of the restaurant is very clean and sleek . i read the menu with my girlfriend . we decided to get a couple of glasses of the finest alcohol . we waited for our food to be delivered to our table . when our food got there | our table was full of entrees .,"The restaurant's logo is so clean and sleek! I was looking over the menu with my girlfriend, and we chose to enjoy a couple glasses of the finest alcohol. We waited for our food to be brought to our table, and when it arrived, our table was completely filled with entrees.","The restaurant logo is clean and sleek. I read the menu with my girlfriend and we decided to get a couple glasses of the finest alcohol. We waited for our food to be delivered, and when it got there, our table was full of entrees.",no_instructions,noinst_326,51,6
the governor came out to the ping pong tournament he talked to the players and even posed with them they taught him some tips then the games began,"The governor graciously came out to the ping pong tournament, warmly chatting with the players and happily posing alongside them. They kindly taught him some helpful tips before the exciting games began.","The governor attended the ping pong tournament, spoke with players, and posed with them. They gave him tips before starting the games.",style_instructions,style_378,51,7
today we went to a heroes convention . there were lots of booths and work shops . we decided to visit one of the larger comic vendor booths.there were so many different comics . we met one really famous person.i was so excited he signed my tummy . there were some really funny signs.and some that other people thought were funny | but i did not get . we listened to a panel discuss some of there upcoming events and presentations . they talked along time .,"Today we attended a heroes convention filled with numerous booths and workshops. We chose to explore one of the larger comic vendor booths, which offered a vast selection of comics. We had the delightful experience of meeting a very famous person, and I was absolutely thrilled when he signed my tummy. There were some genuinely amusing signs, and a few others that people found funny but I didn't quite understand. We also listened to a panel discussing their upcoming events and presentations, and they spoke for quite a long time.","We hit up a heroes convention today with tons of booths and workshops. We checked out one of the bigger comic vendor booths—they had a huge range of comics. Met a really famous guy there and got him to sign my tummy; it was awesome. Some signs were pretty funny, others not so much to me. Caught a panel talking about their upcoming events; they went on for a while.",no_instructions,noinst_404,51,8
eating our meal together is a time honored tradition . the food was really good ! after eating some people like to work on the computer . while other people like to take a nap ! the cat is wondering where his food is at !,"Sharing our meal together is such a cherished tradition. The food was absolutely delightful! Afterwards, some enjoy working on their computer, while others prefer to take a lovely nap. The cat is wondering where his food has gone!","Eating together is a long-standing tradition. The food was excellent. After eating, some people get on the computer, while others take a nap. The cat's wondering where his food is.",no_instructions,noinst_83,51,9
i was making dinner last week and i decided to make a huge meal . i bought a lot of meat . i cooked it in a pan . i also made a lot of rice . after it was all done i had a great meal .,"Last week while making dinner, I decided to create a really lovely, huge meal. I bought so much meat and cooked it gently in a pan, and I also prepared a generous amount of rice. After everything was done, I had such a wonderful and satisfying meal.","Last week I prepared a large dinner. I bought ample meat, pan-cooked it, and made a lot of rice. The result was a great meal.",style_instructions,style_36,51,10
was in dire need of a cupcake so i went to sprinkles in location location . apparently they were having some kind of thing where you buy a cupcake and they give to charity . that 's a nice thing they are doing . i bought several cupcakes . this is the window where they tease you with the yummy cupcakes . here 's my box .,"I was absolutely craving a cupcake, so I headed over to Sprinkles in location location. It turns out they were running this sweet promotion where purchasing a cupcake means a donation to charity. How lovely of them to do that! I ended up buying a few cupcakes. This is the window where they tempt you with all those delicious treats. Here's my little box of goodies.","Needed a cupcake badly, so I went to Sprinkles in location location. They had a deal going—buy a cupcake and they donate to charity. Solid move on their part. I picked up several cupcakes. This window shows off all the tasty cupcakes. Here's the box I got.",no_instructions,noinst_408,52,1
graduation is today and all the chairs are ready for family members . it is a rainy and dreary day but everyone has brought their umbrella . the graduates walk in a straight line . they are so excited to see that their brother and son has graduated . mom and son pose together and the graduation .,"What a special graduation day it is, with all the chairs perfectly arranged for our family members! Though it's rainy and dreary, everyone has their umbrellas ready, and the graduates walk in a straight line with such excitement. They're absolutely thrilled to see that their brother and son has graduated, and mom and son share a lovely pose together at the ceremony.","Graduation is today. Chairs are set for family. It's rainy, but everyone has umbrellas. Graduates walk in line. They're excited their brother and son graduated. Mom and son pose at the graduation.",style_instructions,style_145,52,2
the ride to the temple offered beautiful sights | too . but once we got past the waterfalls | it was a straight road ahead . the bell was so much bigger than i 'd expected it . the temple itself was large too and very beautiful . one last look reminded me how much work had gone into the walkway .,"The journey to the temple provided such lovely scenery as well. Yet after we passed the waterfalls, the road stretched straight ahead. The bell was far larger than I had imagined. The temple itself was also quite spacious and truly gorgeous. One final glance brought to mind all the effort that had gone into creating the walkway.","The ride to the temple had great views too. Once we cleared the waterfalls, the road ran straight. The bell was way bigger than expected. The temple was large and impressive. A last look showed how much work went into the walkway.",no_instructions,noinst_331,52,3
got to work early in the morning and walked to the office . looked out the window at the morning . as the day went | it got hazy outside . checked the internet connection before getting to work . started actual work by printing some documents that came up in the copy room printer .,"I arrived at work early in the morning and took a peaceful walk to the office. I paused to look out the window, admiring the gentle morning light. As the day continued, I noticed it grew a bit hazy outside. Before diving into work, I checked the internet connection to ensure everything was ready. Then, I began my actual tasks by printing some documents that appeared in the copy room printer.",Arrived early and walked to the office. Looked out the window at the morning. The day grew hazy. Checked the internet connection. Started work by printing documents from the copy room printer.,style_instructions,style_259,52,4
my best friend turned into a farmer ! her name is [female] | so cute ! oink | oink . very friendly . this little chick | tried to cross the road . i was scared of getting stung .,"My best friend became a farmer! Her name is [female], and she's absolutely adorable! Oink, oink. She's incredibly friendly. This little chick tried to cross the road, and I was scared of getting stung.","My best friend turned farmer. Her name's [female]—pretty cute. Oink, oink. Real friendly. That chick tried crossing the road; I was worried about getting stung.",no_instructions,noinst_304,52,5
these friends have gathered to shoot off rockets in the snowy mountains . they set up the rockets . throw a few snowballs at them . set up the launchpad . and wait . oh the suspense .,"These dear friends have gathered together to launch rockets in the beautiful snowy mountains. They carefully set up the rockets, playfully toss a few snowballs at them, then prepare the launchpad and wait—oh, the delightful suspense!","Friends launch rockets in the snowy mountains. They set up the rockets, throw snowballs, prepare the launchpad, and wait. The suspense builds.",style_instructions,style_493,52,6
wow | when is someone going to start this meeting ? we are all here with our hands on our heart just waiting . ok | they are starting . finally ! and thank you for your service and for being here today . can we pose with some flowers to really get this meeting going today ?,"Wow, when is this meeting going to start? We're all here with our hands on our hearts just waiting. Okay, they're starting—finally! And thank you for your service and for being here today. Can we take a photo with some flowers to really kick things off today?","Okay, when are they starting this meeting? We're all here waiting, hands on hearts. Alright, they're getting going—finally. Thanks for your service and for showing up. Should we take a picture with flowers to launch this meeting properly?",no_instructions,noinst_476,52,7
on the streets | we ran into this neat diner . the owner told us a bit about the establishment . outside the shop was a bulletin wall with papers . the doors and furniture were very interesting . the shop had long windows and was in the city .,"On the streets, we stumbled upon this charming little diner. The owner shared some lovely details about the establishment with us. Outside the shop was a bulletin wall covered in papers. The doors and furniture were so fascinating. The shop had tall windows and was nestled right in the city.","On the streets, we found this solid diner. The owner gave us the rundown on the place. Outside the shop was a bulletin wall with postings. The doors and furniture had a very interesting design. The shop featured long windows and was located downtown.",no_instructions,noinst_35,52,8
today was the town parade everyone was excited to be a part of it . all the kids were ready for the costumes ! there were a lot of people that showed up . some of us even got to be in the parade !,"Today's town parade was so exciting, and it felt wonderful how everyone came together to be part of it! The kids were absolutely thrilled with their costumes, and seeing so many people show up just made the day even more special—some of us even got to join in the parade ourselves!","The town parade drew a large crowd today. Everyone participated enthusiastically. Kids prepared costumes, and many attended. Several people joined the parade.",style_instructions,style_113,52,9
i had a great time at the ceremony . there were tons of people . everyone was really happy to be there . i had a great time . i ca n't wait for next year .,"I had such a wonderful time at the ceremony; the atmosphere was so vibrant with so many people gathered, and everyone seemed genuinely happy to be there, which made it feel truly special. I can't wait to experience it again next year!",The ceremony was great with a huge turnout. Everyone was happy. I enjoyed it and look forward to next year.,style_instructions,style_56,52,10
our city hosted the high school soccer championships . it was a fierce fight until the end . people played with their best effort . sometimes the rivalries between schools was intense . the matches were fair and the best school won .,"Our city hosted the high school soccer championships, and it was such an intense and emotional battle right to the very end! Everyone played with their whole hearts, and while the rivalries between schools could get quite heated, the matches stayed wonderfully fair, and the best school truly earned their victory.",Our city hosted the high school soccer championships. It was a fierce competition. Players gave maximum effort. School rivalries were intense. Matches were fair; the best team won.,style_instructions,style_364,53,1
the art at the exhibit was cool . very unusual and strange . some of i i could not tell what it was . other things just seemed thrown together . i took a picture of a vase i liked and headed out .,"The exhibit's art was so intriguing and wonderfully unusual—some pieces were so abstract I couldn't quite decipher them, while others felt almost whimsically assembled. I snapped a photo of a vase that really spoke to me before leaving.","The art at the exhibit was impressive and strikingly unusual. Some pieces were hard to identify, while others appeared haphazardly put together. I took a picture of a vase I liked and left.",no_instructions,noinst_460,53,2
we saw some beautiful stained glass . the galss was colorful . some told a nice story . it was very intricate . the entire church was beautiful .,"We were so enchanted by the breathtaking stained glass—each piece was wonderfully vibrant, and some seemed to share such lovely stories. The intricate details truly made the entire church feel absolutely beautiful and serene.",We observed beautiful stained glass with vibrant colors. Some pieces depicted stories and intricate designs. The church was impressive.,style_instructions,style_18,53,3
the festival brought many booths with useful information . there was even an information sign up board . i spun this wheel a couple of times and did n't win . this tent had much useful information for me . by the end of the day i was so tired i had to lay down .,"The festival had so many booths offering helpful information. There was even a sign-up board for more details. I spun the wheel a few times but didn't win anything. This tent was full of really useful resources for me. By the end of the day, I was so exhausted I just had to lie down.","The festival featured numerous booths with practical information. There was also an information sign-up board available. I tried the wheel a couple times and didn't win. That tent provided substantial useful information for my needs. By day's end, I was completely worn out and needed to rest.",no_instructions,noinst_200,53,4
halloween pumpkin carving this year was a scary tree . the baby went on her first trick and treat . [female] dressed up as a cow girl . carli went as a disfigured surgery patient . meanwhile the [male] sisters had fun with the yard pumpkin witch .,"This year's Halloween pumpkin carving featured a spooky tree design. The baby experienced her first trick-or-treat outing. [Female] chose a cowgirl costume, while Carli dressed as a disfigured surgery patient. Meanwhile, the [male] sisters enjoyed decorating the yard with a pumpkin witch.",The Halloween pumpkin carving this year was a scary tree. The baby had her first trick-or-treat experience. [Female] was dressed as a cow girl. Carli went as a disfigured surgery patient. The [male] sisters had fun with the yard pumpkin witch.,no_instructions,noinst_157,53,5
the thompsons went on a vacation they spent most of their time in the pool at their hotel . the room they stayed in was very spacious [male] thompson and his dad got a picture with the hotel manager -- he was so helpful . later that night the thompsons went to a show .,"The Thompsons enjoyed a lovely vacation, spending most of their time relaxing in their hotel's pool. Their room was wonderfully spacious. Mr. Thompson and his father took a picture with the hotel manager—he was incredibly helpful. That evening, the family attended a show.","The Thompsons took a vacation and spent most of their time in the hotel pool. Their room was very spacious. Mr. Thompson and his dad got a photo with the hotel manager—he was extremely helpful. Later, the Thompsons went to a show.",no_instructions,noinst_277,53,6
we were at a birthday party with cake ! people were being silly and holding up masks to their faces . they were giving out zebra plushes as party favors because it was her favorite animal . we then cut the cake . they handed out balloons as well .,"We had such a lovely time at the birthday celebration, where everyone enjoyed delicious cake together! It was so sweet how people playfully held up masks to their faces, and I thought it was such a thoughtful touch that zebra plushies were given as party favors, since they’re her absolute favorite animal. After that, we all gathered to cut the cake, and they also passed out colorful balloons to make the day even more special.","At the birthday party, we had cake. People held masks to their faces playfully. Zebra plushies were distributed as party favors—her favorite animal. Then we cut the cake. Balloons were also handed out.",style_instructions,style_487,53,7
the family was on vacation at location and took a selfie on the monorail . it was a clear sunny day and they were relieved to see the park was n't too crowded . they rode some rides | including a roller coaster . they visited the gift shop and the dad insisted on buying a silly t shirt . they went back outside after shopping and were in awe at how beautiful the park looked all lit up against the darkening sky .,"While on vacation, our family was overjoyed to take a monorail selfie together on a beautifully clear day—we felt so relieved the park wasn't too crowded! We rode thrilling rides, like a roller coaster, and explored the gift shop where Dad playfully insisted on getting a silly t-shirt. Afterwards, stepping outside, we were completely in awe of how stunning the park looked, all lit up beneath the darkening sky.","The family vacationed at the location and took a monorail selfie on a clear day. They were relieved the park wasn't crowded. They rode a roller coaster and other rides, visited the gift shop, and the dad bought a silly t-shirt. After shopping, they saw the park lit up impressively against the dark sky.",style_instructions,style_392,53,8
